pid,bc,yds
664266,AR-1300,5
664267,EL-0010,0
664272,TG-1950,3
664278,JS-6200,5
664281,TG-1950,4
664282,TG-1950,4
664283,TA-1050,0
664285,TG-1950,5
664286,TG-1950,0
664289,EL-0010,3
664292,TG-1950,5
664293,TG-1950,7
664294,TG-1950,-3
664298,EL-0010,8
664301,EL-0010,4
664308,TG-1950,55
664309,TA-1050,15
664310,TM-0650,2
664311,TG-1950,1
664314,JS-6200,1
664317,TG-1950,0
664318,TG-1950,11
664319,TG-1950,3
664326,EL-0010,3
664327,EL-0010,0
664330,JK-2200,3
664331,EL-0010,0
664340,AR-1300,-2
664344,BS-0650,7
664345,BS-0650,-1
664347,KW-2550,1
664348,DM-1200,4
664350,MM-0912,8
664353,DH-2550,6
664356,DM-1200,1
664357,DM-1200,0
664363,DH-2550,1
664368,DM-1200,6
664369,AA-1350,0
664372,BS-0650,2
664373,MM-0912,11
664378,BS-0650,3
664383,TT-0500,2
664384,CW-3550,3
664391,DM-1200,8
664392,AA-1350,0
664395,AD-1300,3
664397,AD-1300,0
664398,CW-3550,0
664405,DH-2550,8
664406,DH-2550,0
664417,DM-1200,0
664419,DH-2550,2
664421,PH-0400,-1
664426,BS-0650,1
664430,MM-0912,3
664432,AA-1350,5
664434,AA-1350,0
664435,AA-1350,1
664438,TT-0500,5
664439,AD-1300,6
664441,JF-1000,2
664442,DH-2550,4
664443,DH-2550,2
664444,TT-0500,26
664445,DH-2550,4
664447,TT-0500,22
664450,AA-1350,2
664451,DM-1200,-1
664453,DM-1200,2
664456,MM-0912,22
664458,BS-0650,9
664459,AA-1350,1
664465,AD-1300,2
664469,TT-0500,24
664470,DH-2550,1
664472,AD-1300,1
664478,MM-0912,3
664480,BS-0650,-1
664484,AD-1300,5
664485,AD-1300,2
664489,TT-0500,-1
664490,TT-0500,-1
664491,TT-0500,-1
664494,AA-0025,3
664497,CJ-1700,-1
664498,CJ-1700,1
664501,AA-0025,5
664502,GT-0100,8
664505,AA-0025,4
664506,ZZ-0100,-2
664508,AA-0025,3
664514,ZZ-0100,-1
664516,AA-0025,3
664518,MS-4100,2
664523,CJ-1700,25
664524,CJ-1700,5
664526,CJ-1700,1
664534,AA-0025,-1
664538,DJ-1325,4
664541,ZZ-0100,2
664544,ZZ-0100,12
664545,ZZ-0100,1
664549,ZZ-0100,2
664553,CJ-1700,0
664555,CJ-1700,8
664556,CJ-1700,40
664557,DJ-1325,2
664575,CP-0500,-1
664578,AE-0750,-1
664584,ZZ-0100,7
664585,ZZ-0100,0
664588,CJ-1700,4
664589,CJ-1700,13
664597,ZZ-0100,9
664598,ZZ-0100,0
664609,AE-0750,1
664611,DJ-1325,0
664625,CJ-1700,7
664626,AE-0750,63
664633,ST-0250,16
664634,ST-0250,-1
664642,ST-0250,1
664644,ST-0250,3
664665,DS-3800,-1
664666,DS-3800,-1
664667,DS-3800,-1
664669,JR-0250,2
664678,JR-0250,5
664679,JR-0250,2
664684,DL-1700,5
664689,JR-0250,3
664691,JR-0250,2
664692,JR-0250,0
664696,JR-0250,13
664697,JR-0250,2
664702,LB-0500,4
664703,LB-0500,11
664704,LB-0500,4
664705,DL-1700,5
664706,LB-0500,-1
664708,DM-1600,3
664713,DL-1700,6
664719,JR-0250,1
664730,DL-1700,13
664731,TB-2300,1
664735,DM-1600,1
664738,TB-2300,2
664744,DM-1600,7
664751,BW-0850,-1
664755,LB-0500,4
664757,LB-0500,6
664758,LB-0500,-1
664760,LB-0500,7
664761,LB-0500,1
664765,JR-0250,5
664766,JR-0250,4
664767,CM-2280,6
664769,JR-0250,2
664774,JR-0250,0
664777,JR-0250,14
664778,JR-0250,5
664779,DM-1600,1
664784,LB-0500,2
664794,DM-1600,4
664799,LB-0500,0
664804,BW-0850,8
664807,LB-0500,34
664808,LB-0500,3
664809,DL-1700,0
664811,DL-1700,5
664821,BW-0850,11
664828,JG-0650,-1
664829,JG-0650,-1
664832,LM-1850,11
664834,LM-1850,1
664841,CA-0750,10
664843,LM-1850,0
664844,LM-1850,6
664846,JO-0550,4
664849,LM-1850,-1
664851,JO-0550,2
664853,LM-1850,2
664854,LM-1850,2
664858,RH-2350,2
664861,CA-0750,2
664867,LM-1850,3
664868,LM-1850,4
664870,RH-1600,2
664872,LM-1850,0
664877,RH-2350,-1
664886,JO-0550,2
664887,LM-1850,4
664892,CA-0750,2
664901,DC-0725,-1
664903,RH-2350,2
664904,RH-2350,4
664909,CA-0750,1
664910,CA-0750,1
664914,LM-1850,3
664915,LM-1850,4
664926,JO-0550,1
664928,RH-1600,0
664940,RH-1600,4
664943,RH-2350,3
664946,RH-2350,5
664947,RH-2350,6
664948,CA-0750,3
664953,AC-2350,2
664958,JO-0550,-1
664959,MR-0500,6
664967,JO-0550,5
664977,CA-0750,0
664978,CA-0750,-1
664984,CA-0750,2
664985,CA-0750,0
664986,CA-0750,2
664989,CH-5000,5
664992,CH-5000,5
664993,CH-5000,7
664994,CH-5000,0
664995,RB-4900,-1
664998,RJ-0800,3
665000,RJ-0800,3
665001,RJ-0800,7
665004,RJ-0800,3
665005,AW-1350,-1
665008,CH-5000,-1
665010,CK-0100,9
665012,CH-5000,2
665016,AW-1350,2
665018,SV-0200,2
665024,SV-0200,10
665027,AW-1350,-1
665033,CH-5000,1
665035,CH-5000,-7
665041,RJ-0800,6
665057,CK-0100,15
665070,CK-0100,-1
665072,RJ-0800,2
665074,RJ-0800,2
665079,CH-5000,4
665083,CH-5000,22
665084,CH-5000,9
665085,CH-5000,0
665086,JH-3050,8
665087,JH-3050,1
665091,OB-0075,3
665092,SV-0200,3
665102,RJ-0800,7
665110,CH-5000,0
665113,CH-5000,4
665116,CH-5000,5
665118,CH-5000,13
665119,CH-5000,-3
665125,RJ-0800,4
665128,RJ-0800,4
665129,RJ-0800,5
665136,SV-0200,3
665137,SV-0200,6
665142,CH-5000,8
665143,CH-5000,19
665144,CH-5000,-2
665147,CH-5000,2
665150,EM-0200,11
665165,LB-0250,-1
665167,DW-3600,2
665168,LB-0250,6
665174,MG-1150,4
665178,DW-3600,5
665180,LB-0250,7
665181,LB-0250,1
665182,LB-0250,3
665185,MG-1150,1
665191,DW-3600,7
665193,DW-3600,3
665203,LB-0250,-2
665204,LB-0250,6
665207,MG-1150,2
665213,LB-0250,8
665214,LB-0250,4
665215,LB-0250,9
665216,LB-0250,25
665217,LB-0250,-5
665218,LB-0250,-4
665222,MG-1150,2
665227,LB-0250,32
665228,DW-3600,3
665232,DW-4300,1
665243,MG-1150,3
665245,MG-1150,4
665246,MG-1150,5
665247,MG-1150,2
665248,LB-0250,3
665249,LB-0250,3
665250,LB-0250,0
665253,MG-1150,2
665261,MG-1150,2
665276,MG-1150,4
665281,LB-0250,4
665287,DW-4300,9
665288,DW-4300,1
665291,DW-4300,-1
665292,MG-1150,1
665304,MG-1150,7
665305,MG-1150,1
665309,MG-1150,2
665315,LB-0250,7
665316,LB-0250,4
665322,MV-0300,24
665326,LB-0250,1
665329,MI-0100,4
665335,CS-3400,7
665336,MI-0100,2
665337,MI-0100,1
665340,MI-0100,2
665348,DF-1875,3
665349,MR-2500,0
665350,KR-1050,5
665351,CS-3400,1
665352,MI-0100,1
665355,DF-1875,1
665361,DF-1875,6
665364,TC-2050,18
665373,MI-0100,2
665375,KR-1050,-8
665380,DF-1875,9
665382,DF-1875,5
665384,TC-2050,4
665385,TC-2050,17
665387,MI-0100,1
665388,MI-0100,0
665392,DF-1875,12
665394,DF-1875,19
665396,TC-2050,1
665398,MR-2500,0
665411,MR-2500,5
665416,DF-1875,5
665422,MI-0100,2
665429,DB-3800,3
665430,MI-0100,5
665433,DF-1875,2
665437,KR-1050,3
665442,KR-1050,5
665444,CS-3400,2
665452,MR-2500,5
665453,DF-1875,13
665454,DF-1875,5
665455,DF-1875,-5
665460,DF-1875,25
665463,MI-0100,11
665465,MI-0100,3
665469,MI-0100,1
665470,KR-1050,8
665472,MI-0100,1
665473,MI-0100,1
665480,KR-1050,10
665481,KR-1050,0
665482,MI-0100,0
665483,MI-0100,2
665498,MI-0100,-1
665499,MI-0100,2
665500,MI-0100,6
665504,DB-3800,-1
665507,AM-2850,3
665512,AM-2850,6
665513,AM-2850,-1
665516,AM-2850,1
665520,CI-0300,5
665521,CI-0300,4
665522,CI-0300,1
665524,CI-0300,-1
665526,BP-1200,2
665527,BP-1200,2
665529,CI-0300,0
665530,CI-0300,1
665533,AM-2850,-2
665540,CI-0300,1
665542,RF-0500,15
665543,CI-0300,54
665544,BP-1200,-5
665545,BP-1200,-1
665554,CI-0300,2
665557,AM-2850,3
665558,AM-2850,5
665561,CT-1220,1
665565,AM-2850,-1
665568,AM-2850,5
665573,CI-0300,4
665583,CT-1220,8
665587,CI-0300,4
665589,CI-0300,11
665590,CI-0300,1
665592,CI-0300,-1
665595,AM-2850,2
665597,RF-0500,18
665601,CT-1220,5
665607,ZS-0150,18
665608,ZS-0150,6
665613,AM-2850,0
665614,KC-2350,1
665618,CI-0300,32
665620,CI-0300,4
665622,CI-0300,0
665625,CI-0300,4
665633,CI-0300,2
665634,CI-0300,18
665635,ZS-0150,1
665636,ZS-0150,-1
665650,CT-1220,-1
665652,CT-1220,-1
665654,ZS-0150,1
665655,ZS-0150,1
665656,ZS-0150,2
665660,ZS-0150,0
665661,ZS-0150,-2
665662,ZS-0150,7
665664,ZS-0150,3
665665,ZS-0150,5
665666,ZS-0150,5
665667,RF-0500,-1
665668,RF-0500,-1
665671,AE-0750,7
665672,CP-0500,0
665675,LB-0250,0
665679,CJ-1700,2
665682,CJ-1700,4
665689,LB-0250,1
665690,LB-0250,8
665691,LB-0250,-5
665694,MV-0300,8
665695,DW-3600,-1
665698,CJ-1700,3
665699,CJ-1700,11
665702,DJ-1325,8
665704,CJ-1700,8
665705,CJ-1700,-3
665708,LB-0250,9
665709,LB-0250,5
665710,LB-0250,-3
665712,MV-0300,12
665714,CJ-1700,4
665721,LB-0250,11
665723,LB-0250,4
665725,MV-0300,10
665726,LB-0250,-1
665730,CJ-1700,-2
665732,CJ-1700,3
665736,CJ-1700,2
665748,CP-0500,-1
665750,MB-4550,8
665751,LB-0250,9
665752,MV-0300,10
665753,LB-0250,-3
665754,MV-0300,7
665758,CJ-1700,4
665760,LB-0250,22
665761,LB-0250,2
665767,CJ-1700,2
665774,LB-0250,2
665777,LB-0250,-2
665786,DJ-1325,-2
665789,LB-0250,0
665791,LB-0250,9
665794,LB-0250,4
665796,LB-0250,5
665797,LB-0250,7
665798,LB-0250,4
665800,LB-0250,-2
665803,DJ-1325,3
665809,CJ-1700,4
665810,CJ-1700,-2
665813,LB-0250,2
665827,LJ-1250,-1
665829,AP-0700,5
665830,AP-0700,1
665832,AP-0700,3
665835,AP-0700,-1
665842,AP-0700,0
665845,AP-0700,-1
665847,AP-0700,-6
665854,DT-0850,1
665855,CW-1450,6
665857,KD-0450,8
665858,KD-0450,-1
665861,AP-0700,3
665863,AP-0700,-5
665869,CW-1450,2
665874,AP-0700,6
665877,AP-0700,3
665879,AP-0700,4
665881,AP-0700,5
665883,AP-0700,-1
665884,AP-0700,0
665888,KD-0450,3
665890,KD-0450,0
665892,JM-3450,2
665902,AP-0700,0
665903,AP-0700,0
665904,MA-1150,4
665909,CW-1450,3
665911,AS-1600,3
665915,AP-0700,23
665917,AP-0700,3
665923,CW-1450,8
665924,KD-0450,3
665927,CW-1450,3
665928,AS-0900,0
665929,CW-1450,0
665930,AP-0700,0
665933,AP-0700,2
665934,AP-0700,-3
665941,CW-1450,1
665943,CW-1450,9
665950,AP-0700,12
665954,AS-1600,7
665961,AP-0700,2
665965,AP-0700,5
665966,MA-1150,11
665967,MA-1150,6
665968,MA-1150,3
665973,CW-1450,1
665974,AP-0700,0
665975,MA-1150,3
665983,TB-2650,-3
665984,TB-2650,-1
665985,TB-2650,-1
665987,LM-1000,33
665989,LM-1000,4
665990,LM-1000,3
665993,LM-1000,1
665994,EM-0250,2
665995,LM-1000,4
665996,LM-1000,-1
665997,EM-0250,2
666001,JH-4025,2
666005,LM-1000,6
666010,JH-4025,1
666012,JH-4025,6
666020,MS-0150,8
666021,JH-4025,1
666022,JH-4025,2
666025,AD-0100,0
666027,EM-0250,0
666028,LM-1000,7
666031,GB-0350,6
666035,GB-0350,17
666038,LM-1000,-4
666042,JH-4025,1
666048,LM-1000,4
666051,EM-0250,1
666057,LM-1000,4
666060,EM-0250,1
666065,AD-0100,-1
666071,GB-0350,2
666073,GB-0350,6
666077,LM-1000,0
666078,LM-1000,10
666079,LM-1000,3
666087,JH-4025,2
666089,JH-4025,3
666093,JH-4025,9
666094,JH-4025,4
666095,GB-0350,12
666096,GB-0350,1
666100,LM-1000,4
666105,JH-4025,9
666109,JH-4025,10
666111,GB-0350,1
666117,LM-1000,8
666123,EM-0250,16
666124,LM-1000,4
666128,JH-4025,2
666129,GB-0350,5
666130,JH-4025,-4
666131,JH-4025,6
666132,JH-4025,2
666146,AD-0100,-1
666149,AA-0025,5
666150,AA-0025,9
666152,ZZ-0100,4
666154,MS-4100,10
666156,AA-0025,2
666161,MF-1300,8
666163,MF-1300,4
666166,MF-1300,-1
666167,JC-6200,2
666171,ZZ-0100,4
666172,AA-0025,5
666176,MF-1300,1
666180,MF-1300,9
666183,MF-1300,5
666184,MF-1300,5
666185,JL-0280,1
666189,ZZ-0100,7
666190,AA-0025,3
666193,AA-0025,3
666198,JL-0280,4
666202,JL-0280,-2
666209,AA-0025,12
666210,AA-0025,0
666213,AA-0025,2
666214,MS-4100,10
666215,AA-0025,5
666219,AA-0025,1
666226,MF-1300,2
666227,MF-1300,-1
666232,MF-1300,0
666234,AA-0025,9
666235,AA-0025,-8
666238,MF-1300,2
666240,JC-6200,10
666241,MF-1300,3
666252,TR-0370,9
666256,TR-0370,1
666258,MS-4100,11
666263,JL-0280,1
666264,JL-0280,6
666267,MF-1300,11
666273,MS-4100,1
666277,MF-1300,6
666279,MF-1300,1
666281,MF-1300,0
666282,MF-1300,2
666283,MF-1300,2
666286,TJ-2350,-3
666290,TR-0370,0
666292,IA-0100,30
666296,TR-0370,6
666301,MF-1300,5
666302,MF-1300,1
666303,MF-1300,1
666307,TR-0370,4
666318,TR-0370,6
666323,TR-0370,2
666326,MF-1300,0
666333,MS-4100,8
666335,MF-1300,2
666336,MF-1300,1
666343,AA-0025,0
666345,MS-4100,-3
666348,CA-0750,3
666350,RH-2350,2
666351,RH-2350,3
666354,IC-0300,8
666355,DJ-1850,4
666360,RH-2350,2
666362,RH-2350,7
666363,RH-2350,4
666365,CA-0750,4
666368,RH-2350,3
666371,CA-0750,1
666372,CA-0750,1
666376,IC-0300,6
666378,IC-0300,2
666381,DJ-1850,4
666383,IC-0300,-2
666387,RT-1950,6
666388,RT-1950,3
666389,JM-2900,2
666391,RT-1950,0
666393,DJ-1850,1
666399,RH-2350,3
666402,IC-0300,1
666406,CA-0750,3
666410,DJ-1850,12
666411,DJ-1850,3
666412,RT-1950,2
666416,RH-2350,26
666417,RH-2350,1
666420,RH-2350,8
666428,RT-1950,6
666429,RT-1950,-1
666431,IC-0300,12
666439,RH-2350,10
666440,RH-2350,3
666441,RH-2350,5
666445,IC-0300,-2
666450,CA-0750,0
666453,IC-0300,2
666456,RH-2350,15
666457,RH-2350,5
666469,RH-2350,4
666472,RH-2350,2
666476,IC-0300,3
666479,DJ-1850,3
666480,JM-2900,11
666481,DJ-1850,0
666487,RH-2350,-1
666495,IC-0300,-1
666503,CA-0750,5
666505,DJ-1850,6
666506,DJ-1850,5
666509,RT-1950,3
666510,RT-1950,8
666511,RT-1950,3
666513,IC-0300,3
666529,JM-2900,-1
666535,RT-1950,-3
666540,CA-0750,4
666541,CA-0750,2
666545,RH-2350,1
666546,RH-2350,8
666547,CA-0750,6
666548,CA-0750,11
666549,CA-0750,3
666550,CA-0750,-2
666554,AF-0900,3
666556,AF-0900,-3
666561,TG-0600,4
666562,DR-2250,3
666566,CG-1950,1
666570,AF-0900,16
666573,AF-0900,2
666575,CP-1950,5
666579,CP-1950,4
666580,AF-0900,8
666583,AF-0900,2
666584,CP-1950,3
666591,DR-2250,2
666598,TG-0600,2
666600,TG-0600,2
666602,TG-0600,1
666608,CP-1950,12
666612,AF-0900,0
666617,TG-0600,6
666620,DR-2250,3
666622,DR-2250,4
666626,AF-0900,8
666633,BB-2425,8
666635,BB-2425,10
666640,BH-1900,-1
666642,DR-2250,0
666647,AF-0900,5
666648,AF-0900,4
666649,BH-1900,2
666650,AF-0900,1
666654,TG-0600,5
666655,TG-0600,2
666658,TG-0600,3
666661,AF-0900,3
666664,CP-1950,4
666667,AF-0900,2
666670,AF-0900,-3
666673,TG-0600,1
666679,AF-0900,-3
666682,AF-0900,4
666683,BH-1900,6
666684,AF-0900,0
666689,DR-2250,3
666690,DR-2250,4
666695,AF-0900,4
666710,BB-2425,7
666720,CP-1950,1
666722,CP-1950,9
666723,CP-1950,-1
666731,BB-2425,12
666735,BH-1900,-1
666736,BH-1900,-1
666738,LM-1150,4
666739,LM-1150,14
666741,LM-1150,3
666745,JL-0215,22
666751,DM-1200,16
666752,DM-1200,4
666754,DM-1200,-1
666755,AA-1350,8
666759,LM-1150,6
666762,RT-0150,10
666763,LM-1150,4
666764,LM-1150,22
666766,JG-3050,-3
666773,AA-1350,4
666774,AA-1350,5
666777,BS-0650,3
666780,LM-1150,20
666787,LM-1150,2
666788,LM-1150,-2
666791,LM-1150,11
666794,LM-1150,7
666798,AA-1350,3
666801,BS-0650,9
666802,AA-1350,2
666807,LM-1150,5
666808,RT-0150,4
666809,LM-1150,3
666820,AA-1350,3
666823,AA-1350,-5
666824,DM-1200,3
666827,JL-0215,2
666829,LM-1150,4
666830,LM-1150,7
666831,LM-1150,1
666835,BS-0650,1
666838,DM-1200,1
666843,AA-1350,-4
666846,LM-1150,2
666851,AA-1350,7
666858,LM-1150,0
666863,LM-1150,0
666868,JG-3050,7
666869,JG-3050,6
666870,JG-3050,5
666880,DW-3125,1
666882,DW-3125,4
666884,JG-3050,7
666885,JG-3050,1
666886,JG-3050,1
666894,ZM-0150,4
666905,JS-6700,2
666906,JS-6700,4
666909,ML-2500,1
666910,ML-2500,4
666913,ML-2500,0
666916,JS-6700,-3
666921,ML-2500,4
666922,RW-3850,1
666925,JS-6700,3
666926,CB-3850,8
666929,CB-3850,7
666930,CN-0500,1
666931,MT-1300,3
666933,CN-0500,8
666934,JS-6700,4
666936,JS-6700,11
666937,JS-6700,7
666938,JS-6700,9
666939,CN-0500,2
666942,ML-2500,3
666943,RW-3850,4
666946,RW-3850,24
666947,RW-3850,11
666952,ML-2500,3
666953,ML-2500,1
666958,CN-0500,7
666961,JS-6700,3
666965,ML-2500,8
666966,ML-2500,4
666967,TR-0112,8
666971,JS-6700,4
666973,CN-0500,9
666975,MT-1300,0
666978,RW-3850,8
666981,CN-0500,-1
666984,FW-0750,2
666987,ML-2500,-2
666993,JS-6700,3
666996,RW-3850,-5
667000,JS-6700,-1
667002,JS-6700,8
667003,JS-6700,9
667004,MT-1300,7
667009,JS-6700,1
667010,JS-6700,1
667014,ML-2500,2
667018,JS-6700,-2
667021,RW-3850,3
667022,ML-2500,3
667024,ML-2500,17
667025,ML-2500,2
667026,ML-2500,-1
667030,JS-6700,7
667035,ML-2500,5
667036,ML-2500,0
667041,CN-0500,4
667042,JS-6700,7
667047,JS-6700,1
667067,RW-3850,7
667075,MG-1150,-2
667078,JS-6200,25
667081,EL-0010,3
667083,AR-1300,15
667091,MG-1150,3
667093,DW-4300,-1
667096,MG-1150,25
667097,MG-1150,3
667100,MG-1150,-1
667106,JS-6200,1
667110,JS-6200,65
667115,BO-0150,1
667123,DW-4300,4
667127,TM-3150,4
667134,EL-0010,0
667138,MG-1150,-2
667139,MG-1150,3
667140,JS-6200,-2
667145,BO-0150,5
667155,DW-4300,2
667161,EL-0010,3
667166,BO-0150,1
667169,DW-4300,2
667172,DW-4300,1
667181,BO-0150,3
667193,JS-6200,4
667196,JS-6200,7
667198,JS-6200,5
667204,BO-0150,4
667206,BO-0150,6
667213,EL-0010,-3
667220,BO-0150,3
667225,JS-6200,2
667227,JS-6200,5
667230,JS-6200,0
667242,DW-4300,1
667244,DW-4300,-1
667246,AR-1300,-1
667249,CH-5000,5
667252,CH-5000,4
667259,JF-2800,7
667260,JF-2800,-2
667266,CH-5000,4
667270,JF-2800,1
667277,CH-5000,1
667279,CH-5000,3
667287,JA-1025,8
667291,JF-2800,-1
667295,CH-5000,4
667300,JF-2800,6
667302,CH-5000,4
667303,CK-0100,4
667304,CK-0100,7
667305,CH-5000,3
667306,CH-5000,3
667311,JF-2800,3
667312,JR-3270,2
667314,JF-2800,22
667315,JA-1025,0
667322,CH-5000,2
667330,CH-5000,1
667331,CH-5000,14
667335,JF-2800,2
667339,JF-2800,2
667341,CH-5000,-2
667344,CH-5000,2
667345,CH-5000,-4
667349,JF-2800,2
667352,JA-1025,3
667354,JA-1025,2
667356,JF-2800,6
667366,JF-2800,3
667367,JF-2800,3
667370,JF-2800,1
667376,CH-5000,3
667377,CH-5000,1
667384,JF-2800,3
667391,JF-2800,5
667394,JF-2800,-1
667398,CH-5000,0
667400,CK-0100,-1
667401,CH-5000,4
667403,CH-5000,1
667404,MD-0150,0
667405,CH-5000,2
667417,FG-0200,4
667421,FG-0200,23
667423,AB-2600,4
667426,AB-2600,1
667434,LB-0500,4
667435,TB-2300,2
667445,FG-0200,3
667452,LB-0500,3
667454,LB-0500,1
667461,FG-0200,2
667463,FG-0200,5
667473,LB-0500,4
667474,LB-0500,38
667479,FG-0200,18
667482,AL-1100,8
667485,FG-0200,2
667487,FG-0200,-4
667493,DL-1700,8
667496,JE-0100,2
667497,LB-0500,3
667505,AL-1100,-1
667509,LB-0500,1
667510,DL-1700,3
667521,DL-1700,3
667525,FG-0200,2
667526,FG-0200,6
667529,AB-2600,2
667537,FG-0200,6
667538,FG-0200,5
667539,FG-0200,6
667540,AB-2600,1
667542,CA-0900,-1
667543,LB-0500,11
667544,LB-0500,1
667545,LB-0500,3
667546,DL-1700,7
667556,LB-0500,8
667557,LB-0500,1
667558,TB-2300,0
667568,LB-0500,3
667577,AL-1100,25
667582,LB-0500,6
667584,LB-0500,2
667585,LB-0500,4
667590,AL-1100,3
667597,TB-2300,-1
667598,TB-2300,-1
667600,RJ-0800,4
667603,RJ-0800,6
667605,RJ-0800,6
667612,RM-1200,3
667616,AW-1350,3
667620,SV-0200,0
667623,SV-0200,4
667630,DM-4300,6
667635,RJ-0800,3
667638,RJ-0800,9
667640,RJ-0800,0
667641,RJ-0800,-2
667643,DM-4300,-4
667647,AW-1350,1
667649,AW-1350,1
667653,RJ-0800,9
667655,RJ-0800,3
667657,DM-4300,2
667660,AW-1350,-2
667664,RM-1200,9
667665,RM-1200,2
667666,SB-1100,0
667668,RM-1200,6
667675,SB-1100,5
667676,DM-4300,8
667678,DM-4300,0
667692,DS-3300,4
667703,RM-1200,1
667706,RJ-0800,14
667707,RJ-0800,0
667713,DM-4300,4
667716,DM-4300,11
667717,DM-4300,3
667720,DM-4300,11
667722,RM-1200,3
667723,DM-4300,12
667726,AW-1350,3
667731,RJ-0800,7
667735,DM-4300,3
667736,DM-4300,-3
667739,DM-4300,2
667740,RM-1200,7
667741,RM-1200,2
667744,RM-1200,7
667747,SV-0200,-1
667750,DM-4300,8
667751,DM-4300,1
667752,DM-4300,4
667753,DM-4300,3
667754,DM-4300,2
667756,DS-3300,0
667762,RJ-0800,4
667763,EM-0200,12
667768,SV-0200,-3
667773,DM-4300,7
667774,DM-4300,2
667775,DM-4300,21
667776,DM-4300,6
667777,SB-1100,-2
667778,SB-1100,-1
667784,ML-2500,5
667785,ML-2500,17
667787,ML-2500,4
667789,ML-2500,9
667790,ML-2500,0
667791,ML-2500,0
667792,ML-2500,2
667793,ML-2500,0
667795,ML-2500,1
667798,CH-5000,2
667802,TR-0112,2
667803,TR-0112,2
667804,RW-3850,9
667806,TR-0112,17
667807,RW-3850,3
667809,TR-0112,3
667812,CH-5000,13
667814,CH-5000,9
667816,CH-5000,-3
667819,TR-0112,4
667821,ML-2500,2
667822,ML-2500,3
667823,RW-3850,3
667827,RB-4900,3
667830,CH-5000,5
667836,ML-2500,2
667855,RB-4900,9
667857,ML-2500,14
667858,ML-2500,12
667862,FJ-0100,2
667864,CH-5000,4
667865,CH-5000,3
667866,CH-5000,-2
667869,ML-2500,4
667871,TR-0112,4
667874,RB-4900,3
667877,CH-5000,1
667880,CH-5000,2
667881,CH-5000,6
667885,ML-2500,5
667886,ML-2500,9
667887,ML-2500,4
667890,ML-2500,3
667892,RW-3850,8
667893,ML-2500,2
667900,RB-4900,6
667902,ML-2500,-4
667903,ML-2500,4
667910,ML-2500,2
667911,ML-2500,2
667918,ML-2500,11
667919,ML-2500,3
667921,ML-2500,6
667922,RW-3850,-1
667923,RW-3850,-1
667924,RW-3850,-1
667928,LM-1000,0
667929,LM-1000,4
667930,LM-1000,6
667936,TY-0150,3
667941,LM-1000,6
667942,EM-0250,10
667944,LM-1000,0
667949,TY-0150,9
667950,TY-0150,0
667951,TG-0600,4
667953,TY-0150,-1
667958,LM-1000,5
667964,TY-0150,5
667965,TY-0150,12
667966,BB-2425,1
667971,LM-1000,-3
667980,EM-0250,12
667981,LM-1000,-2
667982,LM-1000,-5
667984,TY-0150,4
667986,TY-0150,28
667989,LM-1000,12
667990,EM-0250,3
667993,DH-2550,5
667995,LM-1000,3
667998,LM-1000,2
668004,TY-0150,3
668009,LM-1000,5
668016,BB-2425,-1
668018,TY-0150,5
668019,TY-0150,16
668021,TY-0150,9
668023,TG-0600,4
668025,TY-0150,6
668027,TY-0150,3
668028,TY-0150,1
668030,TY-0150,1
668032,TG-0600,0
668033,TG-0600,0
668034,TG-0600,0
668035,TG-0600,0
668037,EM-0250,5
668039,LM-1000,10
668041,DH-2550,4
668043,EM-0250,2
668045,LM-1000,17
668057,LM-1000,1
668058,LM-1000,7
668062,TY-0150,3
668068,EM-0250,1
668074,TY-0150,4
668075,TY-0150,0
668076,TA-0600,0
668084,TY-0150,4
668101,EM-0250,6
668103,LM-1000,0
668104,EM-0250,-1
668106,BB-2425,-1
668107,BB-2425,-1
668108,BB-2425,-1
668110,AM-2850,-1
668114,DM-0450,1
668115,DM-0450,23
668119,AM-2850,1
668122,AM-2850,0
668125,DM-0450,7
668126,DM-0450,7
668130,DM-0450,-2
668136,AM-2850,2
668139,DM-0450,18
668140,DM-0450,5
668146,CS-1950,7
668147,CS-1950,5
668150,CS-1950,5
668151,CS-1950,5
668152,CS-1950,4
668156,MJ-2275,5
668157,MJ-2275,6
668160,MJ-2275,-1
668164,AM-2850,-2
668167,MJ-2275,3
668170,KC-2350,8
668173,DM-0450,-2
668178,MJ-2275,3
668183,CS-1950,8
668184,CS-1950,4
668185,CS-1950,13
668187,CS-1950,0
668191,DM-0450,1
668194,JW-5650,5
668205,KC-2350,8
668207,MJ-2275,-1
668216,DM-0450,5
668221,DM-0450,5
668222,DM-0450,3
668223,DM-0450,4
668224,DM-0450,3
668230,MJ-2275,11
668231,AM-2850,5
668232,MJ-2275,4
668233,DY-0200,1
668237,MJ-2275,-1
668243,DM-0450,3
668246,DM-0450,2
668249,DM-0450,49
668250,DM-0450,3
668251,DM-0450,1
668252,CS-1950,-2
668272,KC-2350,-1
668274,DM-1200,3
668277,AA-1350,17
668278,AA-1350,1
668282,DF-1875,1
668285,DF-1875,3
668286,TC-2050,-1
668289,AA-1350,15
668291,DM-1200,5
668299,DM-1200,3
668302,DF-1875,19
668304,DF-1875,3
668309,AA-1350,3
668310,AA-1350,7
668312,DM-1200,3
668316,DF-1875,10
668317,DF-1875,1
668327,DF-1875,5
668331,DF-1875,10
668334,DF-1875,3
668336,DF-1875,7
